1472,1472,1472,1472,1472,1472,1472,1472,1472,1472,1472,1472,1472,1472,1472,1472,1472,1472,1472,1472,1472,1472,1472,1472,1472,1472,1472,1472,1472,1472
1472,1472,1472,1472,1472,1472,1472,1472,1472,1470,1470,1470,515,518,515,515,1472,1472,1472,1472,1472,1472,1472,1472,1472,1472,1472,1472,1472,1472
1472,1472,1472,1472,1472,1472,1472,1472,1472,1472,1470,515,515,281,281,515,1472,1472,1472,1472,1472,1472,1472,1472,514,514,514,1472,1472,1472
1472,1472,1472,1472,1472,1472,1472,1472,1472,1472,515,515,281,281,281,515,515,1472,1472,1472,1472,1472,514,514,516,281,281,1472,1472,1472
1472,1472,1472,1472,1472,1472,1472,1472,1472,1472,515,281,281,281,281,281,515,1472,515,515,1472,514,514,514,281,281,281,514,1472,1472
1472,1472,1472,1472,515,515,515,1472,1472,515,281,281,281,281,281,281,281,515,515,515,515,514,281,281,281,281,281,514,1472,1472
1472,1472,1472,515,515,515,515,515,515,281,281,281,1130,1066,1066,1066,281,281,281,281,281,281,281,281,281,281,281,514,1472,1472
1472,1472,515,515,519,281,281,281,281,281,281,1130,1130,1066,1091,1066,281,281,281,281,281,281,281,281,281,281,281,514,514,1472
1472,1472,1472,515,515,281,281,281,1130,1130,1130,1130,1130,1066,1066,1066,281,281,281,281,281,281,281,281,281,281,281,514,514,1472
1472,1472,1472,1472,281,281,281,360,1130,1130,1130,1130,1130,281,281,281,281,281,281,281,281,281,281,281,281,281,281,514,1472,1472
1472,1472,1472,515,281,281,281,360,1130,1130,1130,1130,1130,281,281,281,281,281,281,281,281,281,281,281,281,281,514,514,1472,1472
1472,1472,515,515,281,281,281,360,1130,1130,1130,1130,1130,360,281,281,281,281,281,281,281,281,281,281,281,514,1472,1472,1472,1472
1472,1472,515,515,281,281,281,281,281,1130,360,281,281,281,281,281,281,281,281,281,281,281,281,281,514,514,1472,1472,1472,1472
1472,1472,515,518,515,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,515,515,1472,1472,1472
1472,1472,1472,515,515,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,515,1472,1472,1472,1472
1472,1472,1472,1472,514,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,515,515,1472,1472,1472
1472,1472,1472,1472,515,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,515,515,1472,1472,1472
1472,1472,1472,515,515,281,281,281,281,281,281,281,281,281,281,281,281,281,1054,281,281,281,281,281,515,515,1472,1472,1472,1472
1472,1472,1472,520,515,281,281,281,281,281,281,281,281,281,281,281,281,281,1054,1054,1054,1054,1054,515,1472,1472,1472,1472,1472,1472
1472,1472,1472,515,281,281,281,281,281,281,281,281,281,281,281,281,1054,1054,1054,1054,1265,1054,281,521,1472,1472,1472,1472,1472,1472
1472,1472,515,515,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,1054,1054,1054,281,514,1472,1472,1472,1472,1472,1472
1472,1472,515,515,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,514,1472,1472,1472,1472,1472,1472
1472,1472,515,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,514,514,1472,1472,1472,1472,1472
1472,515,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,515,281,281,281,514,514,1472,1472,1472,1472
1472,515,281,281,281,281,515,515,515,515,515,281,281,281,281,281,281,281,515,515,515,515,281,281,281,514,1472,1472,1472,1472
1472,515,281,281,281,520,1472,1472,1472,1472,515,281,281,281,281,281,281,281,515,515,1472,1472,514,514,281,514,1472,1472,1472,1472
1472,1472,515,515,515,1472,1472,1472,1472,1472,515,281,281,281,281,515,514,514,514,1472,1472,1472,514,514,281,281,514,1472,1472,1472
1472,1472,515,515,1472,1472,1472,1472,1472,1472,515,515,521,515,515,515,1472,1472,1472,1472,1472,1472,1472,518,514,281,514,1475,1472,1475
1472,1472,1472,1472,1472,1472,1472,1472,1472,1472,1472,1472,1472,1472,515,515,1472,1472,1472,1472,1472,1472,1472,1472,514,514,514,1472,1475,1472
1472,1472,1472,1472,1472,1472,1472,1472,1472,1472,1472,1472,1472,1472,1472,1472,1472,1472,1472,1472,1472,1472,1472,1472,1472,1472,1472,1475,1472,1475
